id,wave,age,sex,ethnicity,education,region,urbanisation,religion,religion_open,A1,A6_1,A6_2,A6_3,A6_4,A6_5,A6_6,A6_7,A6_8,A6_9,A6_10,A6_11,A6_12,A6_13,A6_14,A6_15,A6_16,A6_17,A6_18,A6_66,A5_1,A5_2,A5_3,A5_4,A5_5,A5_6,A5_7,A5_8,A5_9,A5_10,A5_11,A5_12,A5_13,A5_14,A5_15,A5_16,A5_17,A5_18,A5_66,B2_1,B2_2,B2_3,B2_4,B2_5,B2_6,B2_7,B2_9,B2_10,B2_12,B2_14,B2_15,B2_16,B2_17,B2_18,B2_19,B2_20,B2_21,C1_A1,C1_A2,C1_A3,C1_A4,C1_A5,C1_A6,C1_A7,C1_A9,C1_A10,C1_A12,C1_A14,C1_A15,C1_A16,C1_A17,C1_A18,C1_A19,C1_A20,C1_A21,C5_1,C5_2,C5_3,D2_1,D2_2,D2_3,D2_4,E1,E2,E3_1,E3_2,E3_3,E3_4,E3_5,E3_6,E3_7,E3_8,E3_9,E3_10,E3_11,E3_12,E3_13,E3_14,E3_15,E3_16,E3_17,E3_18,F2_1,F2_2,F2_3,F2_4,F2_5,F2_6,F2_7,F2_8,F2_9,F2b_1,F2b_2,F2b_3,G_eval_leaders_1,G_eval_leaders_2,G_eval_leaders_3,G_eval_leaders_4,G_eval_leaders_5,G_eval_leaders_6,G_eval_leaders_7,G_eval_leaders_8,G_eval_leaders_9,G_eval_leaders_10,G_eval_leaders_11,G_eval_leaders_12,G_eval_leaders_13,G_eval_leaders_14,G_eval_leaders_15,G_eval_leaders_16,G_eval_leaders_17,G_eval_leaders_18,G2_1,G2_2,G2_3,G2_4,G2_5,G2_6,G2_7,G2_8,G2_9,G2_10,G2_11,G2_12,G2_13,G2_14,G2_15,G2_16,G2_17,G2_18,G3_1,G3_2,G3_3,G3_4,G3_5,G3_6,G3_7,G3_8,G3_9,G3_10,G3_11,G3_12,G3_13,G3_14,G3_15,G3_16,G3_17,G3_18,G4_1,G4_2,G4_3,G4_4,G4_5,G4_6,G4_7,G4_8,G4_9,G4_10,G4_11,G4_12,G4_13,G4_14,G4_15,G4_16,G4_17,G4_18,H4_1,H4_2,H4_3,H4_4,H4_5,H4_6,H4_7,H4_8,H4_9,H4_10,H4b_1,H4b_2,H4b_3,H4b_4,H4b_5,H4b_6,H4b_7,H4b_8,H4b_9,H4b_10,H7_1,H7_2,H7_3,H7_4,H7_5,I1_1,I1_2,I1_3,I1_4,I1_5,I1_6,I1_7,I20_1,I20_2,I20_3,I20_4,I20_5,I20_6,I20_7,I21_1,I21_2,I21_3
1006279,1,56,Female,Dutch,Low,West of the country,Strongly urbanised,66,pagan,Yes,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,1,1,3,1,3,3,1,3,1,3,3,3,1,Asylumseekers & Migrants,Health Care,Asylumseekers & Migrants,Norms & Values,Employment & Social Safety,Environment,Asylumseekers & Migrants,Different topic,Different topic,EU & Euro,No topic,Different topic,Different topic,Different topic,No topic,NA,NA,NA,Economy,Health Care,Environment,3,1,1,1,Volt,2,10,4,10,5,1,3,10,5,8,10,10,4,5,6,5,8,2,10,4,4,3,4,3,3,5,2,3,3,3,3,1,1,1,4,1,1,1,1,1,1,4,4,1,4,4,1,4,1,2,4,1,NA,5,2,5,2,3,1,NA,NA,2,NA,NA,3,NA,5,1,4,1,NA,4,4,1,4,2,1,NA,NA,3,NA,NA,2,NA,1,1,4,1,NA,5,4,1,3,2,1,NA,NA,4,NA,NA,2,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,5,1,5,5,5,7,5,0,2,0,1,0,4,4,4,4,1,2,3,3,4,3
1102023,1,52,Male,Non-Western Migrant,High,East  of the country,Strongly urbanised,7,,Yes,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,3,2,3,3,3,2,2,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,Environment,NA,Culture of governance,Environment,Asylumseekers & Migrants,NA,NA,NA,NA,No topic,NA,poverty and equity,Environment,Employment & Social Safety,1,1,1,1,PvdA,1,8,5,10,6,2,2,10,2,4,8,8,5,7,5,11,8,2,8,4,2,3,3,2,3,4,1,1,4,2,3,1,1,1,1,1,1,1,1,1,1,4,1,1,4,4,1,4,1,2,2,1,4,4,4,1,4,3,1,NA,3,4,NA,NA,2,NA,1,3,3,1,4,3,4,1,4,4,1,NA,3,4,NA,NA,2,NA,1,2,2,3,3,4,4,3,4,3,3,NA,3,4,NA,NA,3,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,5,NA,NA,7,7,NA,NA,NA,NA,NA,4,1,5,4,4,3,1,0,5,7,3,3,3,3,3,3,3,3,3,4,4,4
654814,1,60,Male,Dutch,Low,"Three big cities (Amsterdam, Rotterdam, The Hague)",Very strongly urbanised,7,,Yes,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,1,NA,NA,1,3,3,3,2,2,3,2,3,3,3,3,3,2,2,3,3,2,No topic,No topic,Asylumseekers & Migrants,Norms & Values,Environment,Environment,No topic,Norms & Values,EU & Euro,EU & Euro,No topic,Norms & Values,Employment & Social Safety,No topic,No topic,NA,NA,NA,Housing,Economy,Asylumseekers & Migrants,5,1,4,1,VVD,7,8,1,8,2,1,2,8,11,3,8,5,10,4,7,5,3,11,11,3,3,4,3,3,4,4,3,2,5,1,4,1,1,1,1,1,1,1,1,1,1,4,1,1,4,4,1,4,1,5,3,3,3,2,3,1,2,3,4,NA,4,4,NA,NA,4,NA,4,5,5,4,3,2,2,1,2,3,4,NA,4,5,NA,NA,4,NA,4,4,4,4,4,4,2,2,2,3,4,NA,4,4,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,1,3,7,2,0,5,7,5,0,4,4,4,4,3,3,3,4,2,3
759866,1,35,Male,Dutch,High,West of the country,Very strongly urbanised,7,,Yes,1,1,NA,NA,NA,1,NA,1,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,3,3,3,3,1,3,2,3,3,2,3,1,1,1,3,2,2,NA,Environment,Culture of governance,Different topic,EU & Euro,NA,Asylumseekers & Migrants,NA,Asylumseekers & Migrants,Norms & Values,NA,Asylumseekers & Migrants,NA,NA,NA,EU & Euro,NA,NA,Asylumseekers & Migrants,Security,Housing,4,3,4,1,FvD,9,6,1,9,3,4,0,9,0,6,8,7,2,3,0,4,8,0,9,4,2,1,2,3,2,2,3,2,2,3,5,1,1,1,4,1,1,1,1,1,1,1,1,1,4,4,1,4,1,3,2,4,NA,3,1,4,2,2,4,2,2,3,NA,NA,4,NA,3,4,1,4,NA,4,1,4,1,2,4,3,2,3,NA,NA,4,NA,4,4,1,5,NA,3,1,5,2,2,5,2,2,3,NA,NA,4,NA,3,1,NA,NA,NA,NA,NA,NA,1,1,NA,6,NA,NA,NA,NA,NA,NA,5,0,NA,2,3,1,2,1,3,5,4,7,7,5,7,2,3,2,2,3,3,3,2,4,3
958756,1,54,Female,Dutch,Medium,East  of the country,Strongly urbanised,7,,Yes,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,2,3,3,2,3,2,2,3,2,3,3,3,2,2,2,3,3,2,Security,Environment,Asylumseekers & Migrants,Norms & Values,poverty and equity,Employment & Social Safety,No topic,Development Aid,No topic,No topic,No topic,Health Care,Environment,No topic,No topic,NA,NA,NA,Economy,Housing,Asylumseekers & Migrants,3,3,3,3,VVD,8,8,4,10,4,2,1,10,2,2,7,2,8,5,11,6,8,11,11,4,3,3,2,3,3,3,2,2,4,2,4,1,1,1,4,1,1,1,1,4,1,4,4,1,4,4,1,4,1,5,4,3,NA,4,3,1,3,NA,4,NA,NA,5,NA,NA,5,NA,3,4,4,3,NA,3,2,1,3,NA,4,NA,NA,4,NA,NA,5,NA,3,5,4,4,NA,4,2,1,3,NA,4,NA,NA,5,NA,NA,5,NA,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,7,NA,NA,8,NA,NA,NA,NA,NA,3,2,2,3,4,2,2,0,3,0,3,4,3,3,2,3,2,3,3,4,3,3
244529,1,76,Female,Dutch,Low,West of the country,Strongly urbanised,7,,Yes,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,2,2,NA,Environment,Education & Science,poverty and equity,Environment,NA,NA,Environment,Asylumseekers & Migrants,Norms & Values,Environment,Asylumseekers & Migrants,Norms & Values,poverty and equity,EU & Euro,Economy,NA,NA,Environment,Asylumseekers & Migrants,Education & Science,3,3,3,3,PvdA,2,7,5,10,7,2,3,10,6,6,8,5,6,5,8,6,7,7,10,4,4,4,4,3,4,4,3,3,4,2,3,1,1,1,1,1,1,1,1,1,1,4,1,1,1,4,1,1,1,4,5,1,5,5,5,1,3,5,4,NA,4,5,1,NA,4,3,1,4,5,1,5,5,5,1,3,5,3,NA,4,5,1,NA,5,3,1,5,5,1,5,5,5,1,3,5,3,NA,4,5,1,NA,4,3,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,4,2,2,4,2,7,4,7,0,0,0,0,4,4,4,4,1,3,2,2,3,2
646924,1,52,Female,Dutch,High,South  of the country,Strongly urbanised,7,,Yes,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,2,2,3,3,3,1,1,3,1,3,3,2,1,1,2,3,1,1,NA,NA,No topic,poverty and equity,Education & Science,NA,NA,poverty and equity,NA,Culture of governance,Environment,NA,NA,NA,NA,Asylumseekers & Migrants,NA,NA,poverty and equity,Culture of governance,Housing,4,4,2,3,D66,4,9,6,10,7,2,4,10,4,4,9,7,4,5,5,11,8,3,11,4,3,2,2,2,4,4,2,2,5,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,4,1,4,1,3,4,2,3,4,4,1,4,5,4,NA,4,5,NA,NA,3,NA,2,2,5,2,3,2,4,1,5,5,4,NA,4,5,NA,NA,4,NA,1,2,4,2,3,4,4,1,4,4,3,NA,3,5,NA,NA,3,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,5,1,4,4,4,7,4,4,7,0,3,7,3,4,4,4,2,4,3,3,4,3
664990,1,44,Male,Dutch,Medium,West of the country,Medium urbanised,1,,Yes,NA,1,NA,NA,NA,1,1,1,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,3,3,2,2,3,2,3,3,3,3,2,1,3,3,3,1,2,Employment & Social Safety,Economy,Health Care,Norms & Values,poverty and equity,Environment,No topic,No topic,Asylumseekers & Migrants,EU & Euro,Asylumseekers & Migrants,No topic,Different topic,Asylumseekers & Migrants,Housing,NA,NA,NA,Employment & Social Safety,Health Care,Culture of governance,3,3,3,3,PVV,7,4,0,8,4,3,0,9,0,4,8,5,0,6,0,5,6,0,7,2,1,1,1,2,2,2,2,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,4,1,4,3,4,1,1,1,2,2,4,1,5,1,NA,4,3,3,4,1,2,2,3,1,1,1,1,2,4,1,4,1,NA,4,3,2,4,1,4,1,4,1,2,1,3,4,4,1,4,1,NA,5,3,4,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,6,8,NA,9,NA,NA,NA,NA,NA,4,2,2,2,2,7,5,0,7,7,5,7,3,3,3,3,3,3,3,3,3,3
399877,1,56,Female,Dutch,Medium,West of the country,Very strongly urbanised,7,,Yes,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,2,3,3,1,1,1,1,3,1,3,3,1,1,3,1,3,1,1,Employment & Social Safety,Norms & Values,Asylumseekers & Migrants,Housing,poverty and equity,poverty and equity,Asylumseekers & Migrants,No topic,Asylumseekers & Migrants,EU & Euro,No topic,No topic,Environment,No topic,No topic,NA,NA,NA,Norms & Values,Housing,Health Care,1,1,1,1,D66,7,9,2,0,9,2,1,0,0,8,0,8,1,11,2,8,3,0,11,1,1,1,1,1,1,2,1,1,4,3,4,1,1,1,4,1,1,1,1,4,1,4,4,1,4,4,1,4,4,4,2,1,NA,1,1,1,1,NA,1,NA,NA,4,NA,NA,4,NA,NA,4,4,1,NA,1,1,1,1,NA,1,NA,NA,4,NA,NA,4,NA,NA,4,4,1,NA,1,1,1,1,NA,1,NA,NA,4,NA,NA,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,4,1,3,4,3,7,7,0,7,0,3,0,1,3,3,3,1,3,1,1,2,3
60574,1,74,Male,Dutch,Low,West of the country,Strongly urbanised,7,,Yes,1,1,1,1,NA,NA,1,NA,NA,1,1,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,3,2,2,2,2,1,2,1,2,3,3,2,3,2,2,2,1,Security,EU & Euro,Security,No topic,poverty and equity,Employment & Social Safety,Asylumseekers & Migrants,Norms & Values,Asylumseekers & Migrants,EU & Euro,No topic,poverty and equity,No topic,poverty and equity,Asylumseekers & Migrants,NA,NA,NA,poverty and equity,Employment & Social Safety,Environment,1,1,1,1,SP,1,10,7,10,7,1,3,10,3,6,10,9,4,6,2,5,6,2,10,3,4,2,3,3,4,3,2,2,4,3,5,1,1,1,1,1,1,1,1,1,1,4,1,1,4,4,1,4,1,3,3,2,3,5,4,1,4,3,2,NA,3,4,NA,NA,3,NA,1,2,2,1,3,4,3,1,3,3,1,NA,3,4,NA,NA,3,NA,1,1,1,1,2,5,3,1,4,3,1,NA,2,4,NA,NA,3,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,7,NA,7,NA,8,NA,NA,NA,NA,NA,3,1,4,3,4,6,6,0,4,2,0,3,4,4,4,4,1,2,1,3,3,3
338713,1,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260627,1,76,Male,Dutch,Medium,West of the country,Very strongly urbanised,7,,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,1,NA,NA,1,NA,3,2,3,2,2,2,2,2,3,3,3,3,3,3,3,3,3,2,No topic,Environment,Asylumseekers & Migrants,No topic,poverty and equity,Environment,Asylumseekers & Migrants,No topic,Asylumseekers & Migrants,EU & Euro,No topic,Different topic,Norms & Values,No topic,Asylumseekers & Migrants,NA,NA,NA,Asylumseekers & Migrants,Health Care,Housing,NA,NA,NA,NA,JA21,4,5,0,6,4,3,1,8,0,2,7,6,10,5,1,5,5,1,6,3,2,1,1,1,1,3,2,1,4,2,4,1,1,1,1,1,1,1,1,1,1,4,1,1,4,4,1,4,1,3,2,4,2,4,1,1,1,1,2,NA,3,4,NA,NA,4,NA,3,4,1,4,3,5,1,1,1,1,2,NA,2,4,NA,NA,4,NA,4,5,2,5,4,2,2,1,2,2,4,NA,4,4,NA,NA,2,NA,4,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,8,NA,8,NA,NA,NA,NA,NA,3,2,4,2,3,7,7,0,0,1,7,7,3,3,3,3,1,3,3,4,3,4
616411,1,87,Female,Western Migrant,Medium,"Three big cities (Amsterdam, Rotterdam, The Hague)",Very strongly urbanised,1,,Yes,NA,NA,NA,NA,1,1,1,1,NA,1,NA,1,1,NA,1,1,1,1,NA,1,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,1,1,2,1,1,1,2,2,1,1,3,1,1,poverty and equity,Different topic,Security,No topic,No topic,No topic,No topic,No topic,No topic,No topic,No topic,No topic,No topic,Different topic,No topic,NA,NA,NA,Housing,Health Care,Education & Science,3,3,3,3,VVD,99,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,3,3,3,3,3,3,3,3,2,3,3,3,1,1,1,4,1,1,1,1,4,1,4,4,1,4,4,1,4,4,3,3,3,NA,3,3,3,3,NA,3,NA,NA,3,NA,NA,3,NA,NA,4,4,4,NA,3,3,3,3,NA,3,NA,NA,3,NA,NA,NA,NA,NA,3,2,2,NA,3,3,3,3,NA,3,NA,NA,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,3,3,3,3,3,0,7,7,7,0,0,0,3,3,4,4,1,3,3,3,3,3
639074,1,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1365306,1,61,Male,Dutch,Low,West of the country,Very strongly urbanised,7,,Yes,NA,1,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,3,2,2,2,2,2,2,2,3,2,3,2,2,2,3,2,2,Security,Asylumseekers & Migrants,poverty and equity,Development Aid,poverty and equity,Environment,Norms & Values,poverty and equity,Asylumseekers & Migrants,No topic,No topic,Economy,Environment,poverty and equity,Employment & Social Safety,NA,NA,NA,Asylumseekers & Migrants,Employment & Social Safety,Health Care,3,3,3,3,PVV,9,5,2,9,2,1,0,7,5,4,0,1,2,5,0,5,5,0,0,2,3,2,1,2,2,4,3,3,2,3,3,1,1,1,4,1,1,1,4,4,1,4,4,1,4,4,1,4,4,3,1,3,NA,3,1,3,NA,NA,3,NA,NA,3,NA,NA,3,NA,NA,3,1,3,NA,4,1,3,NA,NA,4,NA,NA,3,NA,NA,3,NA,NA,3,1,5,NA,4,1,3,NA,NA,4,NA,NA,4,NA,NA,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,3,3,2,3,0,6,2,0,5,3,2,3,3,3,3,3,2,2,2
387569,1,68,Female,Dutch,Medium,North  of the country,Lowly urbanised,2,,Yes,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,2,3,2,3,2,2,2,3,2,3,3,2,2,3,2,3,2,2,Asylumseekers & Migrants,Economy,EU & Euro,Norms & Values,Housing,Environment,Security,Norms & Values,Security,Asylumseekers & Migrants,Economy,Economy,No topic,No topic,No topic,NA,NA,NA,Security,Environment,Economy,3,3,3,3,D66,5,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,3,3,2,3,2,4,3,2,3,3,4,4,1,1,1,1,1,1,1,1,4,1,4,4,1,4,4,1,4,1,4,3,2,3,3,3,2,3,NA,3,NA,NA,3,NA,NA,3,NA,3,4,4,2,3,2,3,2,3,NA,3,NA,NA,4,NA,NA,4,NA,3,4,4,2,3,4,3,1,3,NA,3,NA,NA,4,NA,NA,4,NA,3,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,7,8,NA,NA,NA,NA,NA,3,2,1,2,4,3,5,5,3,0,2,2,3,3,3,3,1,3,3,3,2,3
349341,1,46,Male,Western Migrant,High,West of the country,Very strongly urbanised,2,,Yes,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,2,2,3,3,3,1,3,2,3,3,3,3,3,3,3,2,1,Employment & Social Safety,Environment,Asylumseekers & Migrants,Culture of governance,Norms & Values,poverty and equity,No topic,poverty and equity,Asylumseekers & Migrants,EU & Euro,No topic,Different topic,Different topic,Different topic,No topic,NA,NA,NA,Employment & Social Safety,Environment,EU & Euro,4,4,3,3,VVD,7,7,5,9,7,1,2,10,1,6,9,7,5,5,8,8,8,9,9,4,5,4,5,3,5,5,2,3,2,2,4,1,1,1,1,1,1,1,1,1,1,4,1,1,4,4,1,4,1,5,5,3,4,3,3,1,5,5,3,NA,5,5,NA,NA,3,NA,2,5,4,4,4,4,3,1,4,5,3,NA,5,5,NA,NA,3,NA,2,5,4,4,4,4,2,2,4,5,2,NA,5,5,NA,NA,4,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,4,2,2,3,2,7,7,2,7,0,5,5,4,4,3,3,1,3,4,3,4,3
1005252,1,52,Male,Dutch,Medium,"Three big cities (Amsterdam, Rotterdam, The Hague)",Very strongly urbanised,2,,Yes,NA,1,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3,3,3,2,3,3,2,3,3,2,3,2,2,2,2,2,3,2,Different topic,Different topic,Norms & Values,NA,Different topic,Different topic,NA,Environment,No topic,NA,Environment,NA,NA,NA,NA,NA,Different topic,NA,Economy,Security,Employment & Social Safety,5,4,3,3,VVD,7,7,2,10,6,1,2,9,2,8,8,9,9,5,1,11,7,0,11,4,2,2,1,2,2,4,3,2,2,5,4,1,1,1,1,1,1,1,1,1,1,4,4,1,4,4,1,4,1,4,2,2,2,2,1,1,1,3,2,NA,NA,3,NA,NA,3,NA,1,4,2,2,2,2,1,1,1,3,2,NA,NA,3,NA,NA,4,NA,1,3,2,2,2,2,1,1,1,3,3,NA,NA,3,NA,NA,4,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,8,NA,8,NA,NA,NA,NA,NA,3,2,2,1,1,7,6,0,7,0,4,7,3,3,2,3,1,3,3,4,3,4
281119,1,65,Female,Dutch,High,East  of the country,Lowly urbanised,2,,Yes,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,2,2,2,2,2,1,3,1,3,2,1,1,1,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,Environment,NA,Norms & Values,NA,NA,NA,NA,NA,NA,NA,NA,poverty and equity,Environment,Employment & Social Safety,5,1,1,2,PvdA,4,7,6,10,6,2,3,9,3,5,9,8,6,5,6,7,6,5,11,4,3,3,3,3,3,4,2,3,4,2,3,1,1,1,1,1,1,1,1,1,1,4,1,1,4,4,1,4,1,3,4,2,4,4,4,2,4,4,2,NA,4,4,NA,NA,3,NA,2,3,4,2,3,3,3,2,4,4,2,NA,4,4,NA,NA,3,NA,2,2,4,4,4,4,4,3,4,4,3,NA,4,4,NA,NA,4,NA,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,1,4,3,3,7,7,0,7,0,3,0,3,4,2,4,2,4,1,3,2,2
